0	417	0.026122	128
1	626	0.026122	192
2	208	0.026122	64
3	261	0.026122	80
4	313	0.026122	96
5	261	0.026122	80
6	313	0.026122	96
7	261	0.026122	80
8	261	0.026122	80
9	261	0.026122	80
10	261	0.026122	80
11	261	0.026122	80
12	261	0.026122	80
13	208	0.026122	64
14	417	0.026122	128
15	417	0.026122	128
16	522	0.026122	160
17	731	0.026122	224
18	626	0.026122	192
19	731	0.026122	224
20	417	0.026122	128
21	417	0.026122	128
22	522	0.026122	160
23	835	0.026122	256
24	417	0.026122	128
25	522	0.026122	160
26	417	0.026122	128
27	417	0.026122	128
28	417	0.026122	128
29	417	0.026122	128
30	417	0.026122	128
31	417	0.026122	128
32	365	0.026122	112
33	417	0.026122	128
34	365	0.026122	112
35	365	0.026122	112
36	365	0.026122	112
37	365	0.026122	112
38	522	0.026122	160
39	626	0.026122	192
40	522	0.026122	160
41	365	0.026122	112
42	417	0.026122	128
43	522	0.026122	160
44	731	0.026122	224
45	417	0.026122	128
46	522	0.026122	160
47	417	0.026122	128
48	365	0.026122	112
49	417	0.026122	128
50	417	0.026122	128
51	417	0.026122	128
52	365	0.026122	112
53	365	0.026122	112
54	417	0.026122	128
55	365	0.026122	112
56	365	0.026122	112
57	365	0.026122	112
58	313	0.026122	96
59	365	0.026122	112
60	313	0.026122	96
61	313	0.026122	96
62	313	0.026122	96
63	313	0.026122	96
64	417	0.026122	128
65	626	0.026122	192
66	731	0.026122	224
67	417	0.026122	128
68	522	0.026122	160
69	417	0.026122	128
70	417	0.026122	128
71	417	0.026122	128
72	417	0.026122	128
73	417	0.026122	128
74	417	0.026122	128
75	365	0.026122	112
76	417	0.026122	128
77	365	0.026122	112
78	365	0.026122	112
79	313	0.026122	96
80	365	0.026122	112
81	365	0.026122	112
82	313	0.026122	96
83	313	0.026122	96
84	365	0.026122	112
85	313	0.026122	96
86	522	0.026122	160
87	835	0.026122	256
88	417	0.026122	128
89	835	0.026122	256
90	522	0.026122	160
91	417	0.026122	128
92	417	0.026122	128
93	417	0.026122	128
94	417	0.026122	128
95	365	0.026122	112
96	365	0.026122	112
97	365	0.026122	112
98	365	0.026122	112
99	313	0.026122	96
100	365	0.026122	112
101	313	0.026122	96
102	365	0.026122	112
103	313	0.026122	96
104	313	0.026122	96
105	313	0.026122	96
106	313	0.026122	96
107	417	0.026122	128
108	1044	0.026122	320
109	417	0.026122	128
110	522	0.026122	160
111	417	0.026122	128
112	417	0.026122	128
113	417	0.026122	128
114	417	0.026122	128
115	417	0.026122	128
116	417	0.026122	128
117	417	0.026122	128
118	365	0.026122	112
119	365	0.026122	112
120	365	0.026122	112
121	365	0.026122	112
122	313	0.026122	96
123	365	0.026122	112
124	365	0.026122	112
125	313	0.026122	96
126	313	0.026122	96
127	313	0.026122	96
128	417	0.026122	128
129	731	0.026122	224
130	417	0.026122	128
131	731	0.026122	224
132	417	0.026122	128
133	417	0.026122	128
134	417	0.026122	128
135	417	0.026122	128
136	365	0.026122	112
137	365	0.026122	112
138	365	0.026122	112
139	365	0.026122	112
140	365	0.026122	112
141	365	0.026122	112
142	313	0.026122	96
143	365	0.026122	112
144	313	0.026122	96
145	365	0.026122	112
146	313	0.026122	96
147	313	0.026122	96
148	313	0.026122	96
149	313	0.026122	96
150	313	0.026122	96
151	313	0.026122	96
152	313	0.026122	96
153	313	0.026122	96
154	313	0.026122	96
155	261	0.026122	80
156	313	0.026122	96
157	261	0.026122	80
158	261	0.026122	80
159	261	0.026122	80
160	313	0.026122	96
161	261	0.026122	80
162	313	0.026122	96
163	261	0.026122	80
164	261	0.026122	80
165	208	0.026122	64
166	261	0.026122	80
167	313	0.026122	96
168	261	0.026122	80
169	261	0.026122	80
170	261	0.026122	80
171	261	0.026122	80
172	208	0.026122	64
173	261	0.026122	80
174	261	0.026122	80
175	261	0.026122	80
176	261	0.026122	80
177	261	0.026122	80
178	261	0.026122	80
179	208	0.026122	64
180	261	0.026122	80
181	208	0.026122	64
182	208	0.026122	64
183	261	0.026122	80
184	208	0.026122	64
185	208	0.026122	64
186	365	0.026122	112
187	365	0.026122	112
188	626	0.026122	192
189	417	0.026122	128
190	626	0.026122	192
191	417	0.026122	128
192	417	0.026122	128
193	522	0.026122	160
194	835	0.026122	256
195	417	0.026122	128
196	417	0.026122	128
197	417	0.026122	128
198	417	0.026122	128
199	417	0.026122	128
200	417	0.026122	128
201	417	0.026122	128
202	365	0.026122	112
203	365	0.026122	112
204	417	0.026122	128
205	365	0.026122	112
206	365	0.026122	112
207	365	0.026122	112
208	365	0.026122	112
209	417	0.026122	128
210	731	0.026122	224
211	522	0.026122	160
212	417	0.026122	128
213	417	0.026122	128
214	365	0.026122	112
215	417	0.026122	128
216	731	0.026122	224
217	417	0.026122	128
